pair_id,subset,L1,a1,b1,L2,a2,b2,DV
0,BFD-D65,60.257355,-34.008846,36.275349,60.149834,-32.760582,33.050049,1.029410
1,BFD-D65,60.257355,-34.008846,36.275349,60.418064,-31.909567,35.437428,1.111760
2,BFD-D65,60.257355,-34.008846,36.275349,60.462589,-34.174015,39.446148,1.132940
3,BFD-D65,60.257355,-34.008846,36.275349,59.870667,-31.966873,37.225582,1.152940
4,BFD-D65,60.257355,-34.008846,36.275349,60.816914,-36.710571,37.431435,1.091760
5,BFD-D65,60.257355,-34.008846,36.275349,60.489277,-34.382278,40.049782,1.011760
6,BFD-D65,60.257355,-34.008846,36.275349,60.212593,-31.359093,33.140129,1.258820
7,BFD-D65,60.257355,-34.008846,36.275349,59.653114,-31.068605,34.513477,1.081180
8,BFD-D65,60.257355,-34.008846,36.275349,59.942905,-34.424133,33.689507,1.163530
9,BFD-D65,60.257355,-34.008846,36.275349,60.033012,-35.086063,34.703239,0.916471
10,BFD-D65,59.177410,-19.078669,57.556789,59.361084,-20.680395,54.909210,1.146130
11,BFD-D65,59.177410,-19.078669,57.556789,59.543865,-19.435497,52.918056,1.157590
12,BFD-D65,59.177410,-19.078669,57.556789,59.287724,-18.096468,54.416580,1.088830
13,BFD-D65,59.177410,-19.078669,57.556789,59.029823,-20.339642,60.822140,0.939828
14,BFD-D65,59.177410,-19.078669,57.556789,59.085236,-21.093271,58.610378,1.134670
15,BFD-D65,59.177410,-19.078669,57.556789,59.094463,-20.960516,56.160183,1.260740
16,BFD-D65,59.177410,-19.078669,57.556789,59.122131,-20.983437,55.392879,1.283670
17,BFD-D65,59.177410,-19.078669,57.556789,59.269360,-20.560944,55.506065,1.157590
18,BFD-D65,59.177410,-19.078669,57.556789,59.315250,-19.784775,54.646328,0.931232
19,BFD-D65,59.177410,-19.078669,57.556789,59.085236,-19.289694,61.680210,0.825215
20,BFD-D65,59.177410,-19.078669,57.556789,59.076004,-18.828768,62.031918,1.045850
21,BFD-D65,59.177410,-19.078669,57.556789,59.140568,-20.820892,59.262199,1.283670
22,BFD-D65,59.177410,-19.078669,57.556789,58.965069,-19.250687,62.203011,1.318050
23,BFD-D65,60.122910,-25.401049,38.368519,60.077988,-27.294632,41.169613,1.378830
24,BFD-D65,60.122910,-25.401049,38.368519,59.951927,-25.584404,41.409966,1.240950
25,BFD-D65,60.122910,-25.401049,38.368519,59.915833,-24.728031,41.174774,1.461000
26,BFD-D65,60.122910,-25.401049,38.368519,60.391327,-27.332436,37.237068,1.579390
27,BFD-D65,60.122910,-25.401049,38.368519,59.969959,-24.105118,39.122890,0.993036
28,BFD-D65,60.122910,-25.401049,38.368519,60.113930,-23.765646,37.980831,1.103060
29,BFD-D65,60.122910,-25.401049,38.368519,60.167778,-28.125673,40.459991,1.580780
30,BFD-D65,60.122910,-25.401049,38.368519,59.960945,-25.142290,41.969170,1.703340
31,BFD-D65,60.122910,-25.401049,38.368519,59.996998,-23.668110,38.590187,1.344010
32,BFD-D65,60.122910,-25.401049,38.368519,59.969959,-22.846863,36.808235,1.441500
33,BFD-D65,60.122910,-25.401049,38.368519,60.239456,-23.733757,36.941971,1.013930
34,BFD-D65,60.515945,-7.949205,17.120590,60.507057,-8.698397,15.995090,1.482480
35,BFD-D65,60.515945,-7.949205,17.120590,60.524834,-6.819410,17.629032,1.280320
36,BFD-D65,60.515945,-7.949205,17.120590,60.400242,-6.830273,15.697504,1.024260
37,BFD-D65,60.515945,-7.949205,17.120590,60.239456,-8.621399,18.694801,1.361190
38,BFD-D65,60.515945,-7.949205,17.120590,60.507057,-6.573670,16.309740,1.185980
39,BFD-D65,60.515945,-7.949205,17.120590,60.613579,-6.150740,16.414038,2.008090
40,BFD-D65,60.515945,-7.949205,17.120590,60.337795,-7.542750,18.307428,0.916442
41,BFD-D65,61.929352,-10.558199,40.607128,62.014931,-12.335860,39.305092,1.452330
42,BFD-D65,61.929352,-10.558199,40.607128,61.920780,-12.019363,38.258896,1.525500
43,BFD-D65,61.929352,-10.558199,40.607128,61.937916,-9.328341,38.188324,1.335920
44,BFD-D65,61.929352,-10.558199,40.607128,61.723186,-8.903790,40.419170,1.466740
45,BFD-D65,61.929352,-10.558199,40.607128,61.834995,-9.231165,43.566612,1.597560
46,BFD-D65,61.929352,-10.558199,40.607128,62.014931,-12.123996,40.403767,1.444570
47,BFD-D65,61.929352,-10.558199,40.607128,62.074726,-9.293166,37.579418,1.380270
48,BFD-D65,61.929352,-10.558199,40.607128,62.083260,-10.264501,36.965408,1.539910
49,BFD-D65,61.929352,-10.558199,40.607128,61.895065,-9.016234,37.991352,1.364750
50,BFD-D65,61.929352,-10.558199,40.607128,61.997829,-8.711558,40.371651,1.757210
51,BFD-D65,61.929352,-10.558199,40.607128,61.886490,-12.259735,41.749340,1.466740
52,BFD-D65,61.929352,-10.558199,40.607128,61.688721,-9.588286,44.007000,1.800440
53,BFD-D65,61.929352,-10.558199,40.607128,62.032024,-8.979323,37.382965,1.786030
54,BFD-D65,64.136612,-22.719421,3.767724,64.152809,-23.894442,5.964657,1.902910
55,BFD-D65,64.136612,-22.719421,3.767724,63.672112,-22.656645,6.468582,1.980580
56,BFD-D65,64.136612,-22.719421,3.767724,63.770351,-24.174490,5.600303,1.708740
57,BFD-D65,64.136612,-22.719421,3.767724,64.006767,-21.400127,4.911695,2.135920
58,BFD-D65,64.136612,-22.719421,3.767724,64.120407,-23.483311,5.890668,1.873790
59,BFD-D65,64.136612,-22.719421,3.767724,64.435272,-24.967566,5.245753,1.805830
60,BFD-D65,64.136612,-22.719421,3.767724,64.370888,-22.127905,5.731654,2.194170
61,BFD-D65,64.136612,-22.719421,3.767724,63.892811,-21.149197,4.631444,1.388350
62,BFD-D65,64.136612,-22.719421,3.767724,64.144714,-20.817036,4.046465,1.359220
63,BFD-D65,64.136612,-22.719421,3.767724,63.811211,-25.392773,4.561655,2.757280
64,BFD-D65,63.010902,-31.095072,-5.854865,62.877323,-33.912304,-5.222710,1.726190
65,BFD-D65,63.010902,-31.095072,-5.854865,63.019234,-34.369724,-6.421840,2.019350
66,BFD-D65,63.010902,-31.095072,-5.854865,62.860596,-30.833496,-7.561511,1.485120
67,BFD-D65,63.010902,-31.095072,-5.854865,62.818741,-29.793686,-4.075099,1.535710
68,BFD-D65,63.010902,-31.095072,-5.854865,62.868961,-28.453684,-4.335227,1.587800
69,BFD-D65,63.010902,-31.095072,-5.854865,62.969208,-28.907545,-7.050672,1.562500
70,BFD-D65,63.010902,-31.095072,-5.854865,62.868961,-33.724255,-5.994662,1.562500
71,BFD-D65,63.010902,-31.095072,-5.854865,63.135723,-33.773872,-7.023799,1.433040
72,BFD-D65,63.010902,-31.095072,-5.854865,62.885685,-30.026833,-7.584686,1.355650
73,BFD-D65,62.718109,-25.087914,-7.833560,62.935822,-23.784439,-8.698171,1.400000
74,BFD-D65,62.718109,-25.087914,-7.833560,62.977551,-26.707878,-7.244078,1.596800
75,BFD-D65,62.718109,-25.087914,-7.833560,63.019234,-28.179426,-7.809586,1.708800
76,BFD-D65,62.718109,-25.087914,-7.833560,62.608803,-26.457151,-7.176141,1.260800
77,BFD-D65,62.718109,-25.087914,-7.833560,62.558250,-25.676392,-7.066313,1.092800
78,BFD-D65,62.718109,-25.087914,-7.833560,62.684509,-24.413879,-6.823076,1.049600
79,BFD-D65,62.718109,-25.087914,-7.833560,63.027569,-27.703461,-8.297890,1.686400
80,BFD-D65,62.718109,-25.087914,-7.833560,62.801987,-24.811626,-9.143520,1.232000
81,BFD-D65,62.718109,-25.087914,-7.833560,63.127411,-25.427595,-9.178780,1.260800
82,BFD-D65,62.718109,-25.087914,-7.833560,63.243580,-27.991476,-7.213717,1.750400
83,BFD-D65,63.168941,-20.919044,-15.118779,63.160637,-19.495073,-15.966379,1.134230
84,BFD-D65,63.168941,-20.919044,-15.118779,62.994232,-23.054096,-15.161819,1.202680
85,BFD-D65,63.168941,-20.919044,-15.118779,63.193836,-19.875753,-15.956446,1.108720
86,BFD-D65,63.168941,-20.919044,-15.118779,63.218716,-20.533770,-16.749008,0.940940
87,BFD-D65,63.168941,-20.919044,-15.118779,63.035896,-21.537855,-13.416221,1.371810
88,BFD-D65,63.168941,-20.919044,-15.118779,63.193836,-19.790400,-14.360781,1.009400
89,BFD-D65,63.168941,-20.919044,-15.118779,63.027569,-20.856705,-13.311865,1.167790
90,BFD-D65,63.168941,-20.919044,-15.118779,63.474903,-19.289051,-14.081301,1.327520
91,BFD-D65,63.168941,-20.919044,-15.118779,63.384186,-22.267904,-16.285164,1.496640
92,BFD-D65,63.168941,-20.919044,-15.118779,63.359409,-21.850452,-16.324804,1.122150
93,BFD-D65,63.168941,-20.919044,-15.118779,63.019234,-22.025394,-15.994091,0.918121
94,BFD-D65,63.168941,-20.919044,-15.118779,63.160637,-21.019312,-16.713694,1.225500
95,BFD-D65,63.168941,-20.919044,-15.118779,63.210426,-21.347866,-16.801956,1.138260
96,BFD-D65,63.168941,-20.919044,-15.118779,63.177242,-20.100605,-16.561815,1.167790
97,BFD-D65,63.168941,-20.919044,-15.118779,63.318081,-19.107048,-15.779756,1.213420
98,BFD-D65,64.225632,-12.870156,-6.938132,64.104187,-12.945864,-5.364041,1.468750
99,BFD-D65,64.225632,-12.870156,-6.938132,64.306389,-11.532928,-6.691082,1.477430
100,BFD-D65,64.225632,-12.870156,-6.938132,64.087975,-13.920767,-6.431227,1.416670
101,BFD-D65,64.225632,-12.870156,-6.938132,64.274109,-11.373306,-6.155379,1.953120
102,BFD-D65,64.225632,-12.870156,-6.938132,63.729446,-11.025530,-5.288621,1.953120
103,BFD-D65,64.225632,-12.870156,-6.938132,64.079857,-11.668858,-4.973730,1.864580
104,BFD-D65,64.225632,-12.870156,-6.938132,64.055511,-12.553768,-5.576959,1.321180
105,BFD-D65,64.225632,-12.870156,-6.938132,64.063629,-13.271614,-5.535701,1.578120
106,BFD-D65,64.225632,-12.870156,-6.938132,64.411140,-13.198202,-8.796221,1.482640
107,BFD-D65,64.225632,-12.870156,-6.938132,64.104187,-13.777676,-6.020433,1.659720
108,BFD-D65,64.225632,-12.870156,-6.938132,64.185196,-11.907426,-6.985126,1.152780
109,BFD-D65,64.225632,-12.870156,-6.938132,64.225632,-11.698687,-6.326791,1.659720
110,BFD-D65,64.225632,-12.870156,-6.938132,64.233719,-11.533608,-6.239874,1.850690
111,BFD-D65,64.225632,-12.870156,-6.938132,64.378937,-14.422387,-8.625369,1.864580
112,BFD-D65,63.309811,-2.734236,-8.752265,62.642467,-1.887991,-9.470188,1.662820
113,BFD-D65,63.309811,-2.734236,-8.752265,63.218716,-1.601357,-8.471242,1.563510
114,BFD-D65,63.309811,-2.734236,-8.752265,63.284985,-1.954426,-10.306618,1.496540
115,BFD-D65,63.309811,-2.734236,-8.752265,63.185539,-3.937169,-8.490066,1.829100
116,BFD-D65,63.309811,-2.734236,-8.752265,63.002563,-1.492780,-8.610412,1.796770
117,BFD-D65,63.309811,-2.734236,-8.752265,63.060875,-4.211016,-9.062131,2.394920
118,BFD-D65,63.309811,-2.734236,-8.752265,62.709713,-3.144590,-7.358476,1.214780
119,BFD-D65,63.309811,-2.734236,-8.752265,63.900963,-3.666717,-7.656416,1.729790
120,BFD-D65,63.309811,-2.734236,-8.752265,63.819378,-2.540444,-6.947419,1.263280
121,BFD-D65,63.309811,-2.734236,-8.752265,63.622902,-3.118078,-7.618194,1.297920
122,BFD-D65,63.309811,-2.734236,-8.752265,62.600380,-1.832401,-9.797555,1.330250
123,BFD-D65,63.309811,-2.734236,-8.752265,63.400696,-2.929617,-7.231156,1.678980
124,BFD-D65,61.290131,3.720810,-5.378950,61.185471,4.987442,-4.983339,1.523440
125,BFD-D65,61.290131,3.720810,-5.378950,61.168003,4.525968,-4.202901,1.333980
126,BFD-D65,61.290131,3.720810,-5.378950,61.255276,2.527619,-5.153812,1.486330
127,BFD-D65,61.290131,3.720810,-5.378950,61.080532,4.942229,-5.262722,1.554690
128,BFD-D65,61.290131,3.720810,-5.378950,61.429237,2.249264,-4.950772,1.767580
129,BFD-D65,61.290131,3.720810,-5.378950,61.524582,2.620631,-4.756463,1.263670
130,BFD-D65,61.290131,3.720810,-5.378950,61.307549,4.747891,-4.410728,1.546870
131,BFD-D65,61.290131,3.720810,-5.378950,60.992859,3.345058,-3.664573,1.326170
132,BFD-D65,61.290131,3.720810,-5.378950,61.036720,4.063219,-3.498565,1.531250
133,BFD-D65,61.290131,3.720810,-5.378950,61.559196,3.339516,-6.776796,1.402340
134,BFD-D65,61.290131,3.720810,-5.378950,61.185471,3.173256,-3.735194,1.416020
135,BFD-D65,61.290131,3.720810,-5.378950,61.063011,4.026366,-3.667761,1.326170
136,BFD-D65,61.290131,3.720810,-5.378950,61.437916,2.601669,-4.022298,1.402340
137,BFD-D65,62.431583,8.088556,8.895260,62.321476,8.603728,10.723514,1.349530
138,BFD-D65,62.431583,8.088556,8.895260,61.997829,9.503830,8.218794,1.376520
139,BFD-D65,62.431583,8.088556,8.895260,62.363861,7.068036,7.741027,1.099870
140,BFD-D65,62.431583,8.088556,8.895260,62.296021,7.139699,10.485916,1.673410
141,BFD-D65,62.431583,8.088556,8.895260,62.751682,8.552464,7.049637,1.585700
142,BFD-D65,62.431583,8.088556,8.895260,62.667698,9.625620,9.325429,1.646420
143,BFD-D65,62.431583,8.088556,8.895260,62.228065,7.011757,9.265014,1.221320
144,BFD-D65,62.431583,8.088556,8.895260,62.608803,7.593384,10.510700,1.619430
145,BFD-D65,62.431583,8.088556,8.895260,62.810368,6.796015,10.024079,1.524970
146,BFD-D65,62.431583,8.088556,8.895260,62.346912,6.859908,8.970544,1.390010
147,BFD-D65,62.600384,1.883252,20.960041,62.709713,2.680185,18.408548,1.726840
148,BFD-D65,62.600384,1.883252,20.960041,62.363861,3.294644,20.560375,1.588450
149,BFD-D65,62.600384,1.883252,20.960041,62.776844,2.245719,18.294903,1.838750
150,BFD-D65,62.600384,1.883252,20.960041,62.270554,3.538615,20.862604,1.459690
151,BFD-D65,62.600384,1.883252,20.960041,62.211056,3.334256,19.698187,1.658240
152,BFD-D65,62.600384,1.883252,20.960041,63.002567,1.454868,18.685389,1.484960
153,BFD-D65,62.600384,1.883252,20.960041,62.835487,3.256578,19.197802,1.985560
154,BFD-D65,62.600384,1.883252,20.960041,63.027569,0.988338,19.544111,1.191340
155,BFD-D65,62.600384,1.883252,20.960041,62.776844,0.700022,20.099669,1.312880
156,BFD-D65,62.380802,23.174095,18.426128,62.659290,21.337734,18.506025,1.163590
157,BFD-D65,62.380802,23.174095,18.426128,62.304508,24.080732,17.401604,1.174660
158,BFD-D65,62.380802,23.174095,18.426128,62.219559,25.481020,19.126387,1.123000
159,BFD-D65,62.380802,23.174095,18.426128,62.473854,22.156172,19.477016,1.338250
160,BFD-D65,62.380802,23.174095,18.426128,62.406204,23.957041,19.914648,0.779828
161,BFD-D65,62.380802,23.174095,18.426128,62.448498,25.025183,18.102551,1.105780
162,BFD-D65,62.380802,23.174095,18.426128,62.245064,24.972042,17.693741,1.198030
163,BFD-D65,62.380802,23.174095,18.426128,62.473854,22.286348,19.731054,0.965560
164,BFD-D65,62.380802,23.174095,18.426128,62.270554,23.242689,19.782455,0.873309
165,BFD-D65,62.380802,23.174095,18.426128,62.642467,22.387699,16.799746,1.123000
166,BFD-D65,62.380802,23.174095,18.426128,62.211056,24.962439,20.323750,1.174660
167,BFD-D65,62.380802,23.174095,18.426128,62.100323,25.615082,19.984756,1.314880
168,BFD-D65,64.739708,15.750381,4.382495,64.675804,16.257120,2.521043,1.608460
169,BFD-D65,64.739708,15.750381,4.382495,64.906975,13.932343,4.705934,1.384190
170,BFD-D65,64.739708,15.750381,4.382495,64.906975,14.092083,5.627074,1.527570
171,BFD-D65,64.739708,15.750381,4.382495,64.619812,14.481673,5.832911,1.672790
172,BFD-D65,64.739708,15.750381,4.382495,64.611809,14.107259,5.037112,1.384190
173,BFD-D65,64.739708,15.750381,4.382495,64.571754,17.281740,5.935281,1.334560
174,BFD-D65,64.739708,15.750381,4.382495,65.144722,13.863874,3.476240,1.641540
175,BFD-D65,64.739708,15.750381,4.382495,64.451347,15.930347,6.530123,1.591910
176,BFD-D65,64.739708,15.750381,4.382495,64.795540,17.721302,4.546868,1.286760
177,BFD-D65,64.739708,15.750381,4.382495,64.378937,16.738028,6.616297,1.625000
178,BFD-D65,64.739708,15.750381,4.382495,64.274109,15.276686,7.024458,1.913600
179,BFD-D65,62.168503,10.465078,29.888308,61.989277,12.008325,30.260452,1.438080
180,BFD-D65,62.168503,10.465078,29.888308,62.117382,9.921897,30.698711,1.035950
181,BFD-D65,62.168503,10.465078,29.888308,62.049110,9.130648,29.651943,1.480690
182,BFD-D65,62.168503,10.465078,29.888308,62.194042,11.426481,29.684530,1.237020
183,BFD-D65,62.168503,10.465078,29.888308,62.228065,9.337888,27.500385,1.408790
184,BFD-D65,62.168503,10.465078,29.888308,62.304508,8.696922,28.017298,1.480690
185,BFD-D65,62.168503,10.465078,29.888308,62.338436,8.891768,28.800947,1.237020
186,BFD-D65,62.168503,10.465078,29.888308,62.296021,11.395350,29.334805,1.264980
187,BFD-D65,62.168503,10.465078,29.888308,62.312992,12.260613,31.200220,1.524630
188,BFD-D65,62.168503,10.465078,29.888308,62.389271,8.983809,27.163689,1.552600
189,BFD-D65,62.168503,10.465078,29.888308,62.168503,11.019789,28.621765,1.150470
190,BFD-D65,62.168503,10.465078,29.888308,62.423126,10.524557,27.862120,1.480690
191,BFD-D65,61.671474,20.788679,63.073536,61.645592,20.759163,59.124725,1.555560
192,BFD-D65,61.671474,20.788679,63.073536,61.619694,18.479187,59.492844,1.338100
193,BFD-D65,61.671474,20.788679,63.073536,61.834995,21.864727,60.871777,1.509520
194,BFD-D65,61.671474,20.788679,63.073536,61.550545,20.279184,67.857910,1.757140
195,BFD-D65,61.671474,20.788679,63.073536,61.602417,18.506922,62.532722,1.415870
196,BFD-D65,61.671474,20.788679,63.073536,61.800625,18.564619,60.477486,1.290480
197,BFD-D65,61.671474,20.788679,63.073536,62.006382,18.933790,57.921841,1.711110
198,BFD-D65,61.671474,20.788679,63.073536,61.877911,22.367519,68.528969,1.493650
199,BFD-D65,61.671474,20.788679,63.073536,62.014931,22.000708,61.889629,1.134920
200,BFD-D65,61.671474,20.788679,63.073536,61.176739,23.052271,65.014091,1.539680
201,BFD-D65,61.671474,20.788679,63.073536,61.783432,18.642792,63.577576,1.539680
202,BFD-D65,61.671474,20.788679,63.073536,61.826405,22.454250,68.473656,1.431750
203,BFD-D65,60.852169,1.789563,65.587479,60.719803,3.220895,66.287918,0.915179
204,BFD-D65,60.852169,1.789563,65.587479,60.462589,3.062200,68.327385,0.988839
205,BFD-D65,60.852169,1.789563,65.587479,60.551476,3.084808,67.820679,1.034600
206,BFD-D65,60.852169,1.789563,65.587479,61.133038,2.045882,62.709343,0.823661
207,BFD-D65,60.852169,1.789563,65.587479,60.984081,3.003369,64.893974,1.052460
208,BFD-D65,60.852169,1.789563,65.587479,60.560356,3.015314,67.951347,0.869420
209,BFD-D65,60.852169,1.789563,65.587479,61.394508,1.028223,67.199242,1.070310
210,BFD-D65,60.852169,1.789563,65.587479,60.834545,3.332841,64.806023,1.080360
211,BFD-D65,60.852169,1.789563,65.587479,61.316254,1.209635,63.183510,0.777902
212,BFD-D65,60.852169,1.789563,65.587479,60.355648,1.826531,69.417778,1.070310
213,BFD-D65,63.085842,27.729509,33.920765,63.019234,28.453362,36.655945,1.519430
214,BFD-D65,63.085842,27.729509,33.920765,62.650879,23.870768,31.616688,1.587750
215,BFD-D65,63.085842,27.729509,33.920765,63.408951,28.065464,36.592178,1.610130
216,BFD-D65,63.085842,27.729509,33.920765,63.010902,26.385323,34.712925,1.367490
217,BFD-D65,63.085842,27.729509,33.920765,62.743294,30.003965,37.053318,1.230860
218,BFD-D65,63.085842,27.729509,33.920765,63.235294,30.994423,34.762001,1.693760
219,BFD-D65,63.085842,27.729509,33.920765,63.110790,23.186617,30.492218,1.488810
220,BFD-D65,63.085842,27.729509,33.920765,63.144028,30.419266,33.830147,2.081270
221,BFD-D65,63.085842,27.729509,33.920765,62.919117,30.627777,36.854412,1.109540
222,BFD-D65,63.085842,27.729509,33.920765,63.052551,24.681379,33.483528,1.747940
223,BFD-D65,35.083103,-44.115772,3.800086,35.023216,-40.070381,1.596998,1.255060
224,BFD-D65,35.083103,-44.115772,3.800086,34.782253,-42.562027,4.751140,1.255060
225,BFD-D65,35.083103,-44.115772,3.800086,34.620335,-38.435333,3.597958,1.143720
226,BFD-D65,35.083103,-44.115772,3.800086,35.498432,-51.603333,6.476638,1.943320
227,BFD-D65,35.083103,-44.115772,3.800086,34.660912,-39.533718,4.526602,1.599190
228,BFD-D65,35.083103,-44.115772,3.800086,34.660912,-44.779327,5.621924,1.234820
229,BFD-D65,35.083103,-44.115772,3.800086,34.882931,-42.985641,5.024867,1.295550
230,BFD-D65,35.083103,-44.115772,3.800086,35.321259,-44.552967,5.465439,1.406880
231,BFD-D65,35.083103,-44.115772,3.800086,35.043194,-38.374680,1.230970,1.548580
232,BFD-D65,35.083103,-44.115772,3.800086,35.498432,-49.018013,4.883420,1.103240
233,BFD-D65,35.083103,-44.115772,3.800086,35.341003,-47.807205,5.674574,1.730770
234,BFD-D65,35.083103,-44.115772,3.800086,34.660912,-37.117764,2.218003,1.700400
235,BFD-D65,35.083103,-44.115772,3.800086,35.439510,-47.983143,3.960627,0.971660
236,BFD-D65,35.083103,-44.115772,3.800086,34.882931,-40.977829,1.579803,1.325910
237,BFD-D65,37.444653,-26.568275,-29.027390,37.170010,-29.525862,-29.528233,1.599170
238,BFD-D65,37.444653,-26.568275,-29.027390,37.878300,-28.267170,-30.792187,1.547590
239,BFD-D65,37.444653,-26.568275,-29.027390,37.481060,-28.214296,-31.182697,1.199380
240,BFD-D65,37.444653,-26.568275,-29.027390,37.571861,-26.926945,-26.921865,1.199380
241,BFD-D65,37.444653,-26.568275,-29.027390,37.408195,-25.425289,-29.948332,1.276760
242,BFD-D65,37.444653,-26.568275,-29.027390,37.788532,-27.501261,-27.433578,1.276760
243,BFD-D65,37.444653,-26.568275,-29.027390,37.243526,-28.075132,-27.482712,1.560480
244,BFD-D65,37.444653,-26.568275,-29.027390,36.985329,-23.704914,-28.655218,1.457310
245,BFD-D65,37.444653,-26.568275,-29.027390,37.243526,-24.171177,-28.545488,1.354140
246,BFD-D65,37.444653,-26.568275,-29.027390,37.316841,-29.897778,-29.847221,1.986070
247,BFD-D65,37.444653,-26.568275,-29.027390,37.003853,-23.628815,-27.078981,1.831310
248,BFD-D65,37.444653,-26.568275,-29.027390,37.608093,-28.453279,-30.801001,1.483110
249,BFD-D65,37.444653,-26.568275,-29.027390,37.734528,-27.895018,-31.892164,1.624970
250,BFD-D65,37.444653,-26.568275,-29.027390,37.644279,-30.226524,-27.325909,2.011860
251,BFD-D65,37.444653,-26.568275,-29.027390,37.589985,-30.220947,-28.271643,2.037660
252,BFD-D65,22.723295,20.091070,-46.684811,22.584002,19.309719,-47.414867,1.419110
253,BFD-D65,22.723295,20.091070,-46.684811,22.618919,16.796024,-42.758579,0.955535
254,BFD-D65,22.723295,20.091070,-46.684811,23.033094,14.973575,-42.553020,1.617790
255,BFD-D65,22.723295,20.091070,-46.684811,22.964676,23.311981,-51.564125,1.447490
256,BFD-D65,22.723295,20.091070,-46.684811,23.101274,18.128374,-46.395802,1.362350
257,BFD-D65,22.723295,20.091070,-46.684811,22.723295,20.373119,-48.629288,1.154210
258,BFD-D65,22.723295,20.091070,-46.684811,22.513975,16.029432,-43.475376,1.021760
259,BFD-D65,22.723295,20.091070,-46.684811,23.033094,15.486859,-44.410229,2.034060
260,BFD-D65,22.723295,20.091070,-46.684811,22.723295,22.299795,-46.549507,1.854300
261,BFD-D65,22.723295,20.091070,-46.684811,22.408457,13.394528,-40.746483,1.617790
262,BFD-D65,22.723295,20.091070,-46.684811,22.549021,24.345951,-50.549301,0.936613
263,BFD-D65,22.159967,18.276463,-34.562843,21.726294,17.614317,-35.036835,1.724600
264,BFD-D65,22.159967,18.276463,-34.562843,21.799265,19.453405,-34.275036,1.069520
265,BFD-D65,22.159967,18.276463,-34.562843,22.052473,20.887571,-36.659988,1.163100
266,BFD-D65,22.159967,18.276463,-34.562843,21.944368,16.952526,-31.869539,1.163100
267,BFD-D65,22.159967,18.276463,-34.562843,21.762815,21.103886,-37.352467,0.909091
268,BFD-D65,22.159967,18.276463,-34.562843,22.195663,19.223789,-37.115963,1.323530
269,BFD-D65,22.159967,18.276463,-34.562843,22.443693,18.395334,-36.430336,1.283420
270,BFD-D65,22.159967,18.276463,-34.562843,21.542618,21.115187,-36.417706,1.256680
271,BFD-D65,22.159967,18.276463,-34.562843,21.799265,21.370529,-35.615723,1.791440
272,BFD-D65,22.159967,18.276463,-34.562843,21.726294,21.524843,-36.228394,1.577540
273,BFD-D65,22.159967,18.276463,-34.562843,21.653038,20.075859,-36.933514,0.935829
274,BFD-D65,22.159967,18.276463,-34.562843,21.653038,22.098574,-36.805260,1.938500
275,BFD-D65,36.461243,47.858986,18.390982,36.271507,50.507298,21.228584,1.363640
276,BFD-D65,36.461243,47.858986,18.390982,36.271507,53.757896,20.455835,1.877990
277,BFD-D65,36.461243,47.858986,18.390982,36.195225,52.235580,18.609442,1.973680
278,BFD-D65,36.461243,47.858986,18.390982,36.948235,40.520832,15.930126,2.212920
279,BFD-D65,36.461243,47.858986,18.390982,36.499027,48.369331,16.271397,1.363640
280,BFD-D65,36.461243,47.858986,18.390982,36.480141,57.496750,21.289219,2.787080
281,BFD-D65,36.461243,47.858986,18.390982,36.649616,48.902855,22.076365,1.363640
282,BFD-D65,36.461243,47.858986,18.390982,36.743298,50.880886,24.315462,1.913880
283,BFD-D65,36.461243,47.858986,18.390982,36.668377,51.904079,17.476454,2.141150
284,BFD-D65,36.461243,47.858986,18.390982,36.309563,45.547256,21.141529,2.320570
285,BFD-D65,36.461243,47.858986,18.390982,36.911091,53.331696,19.589550,1.758370
286,BFD-D65,36.461243,47.858986,18.390982,36.985329,53.009720,22.009542,1.363640
287,BFD-D65,24.908562,-15.217340,-11.933549,24.626812,-13.398452,-11.077895,1.039890
288,BFD-D65,24.908562,-15.217340,-11.933549,24.341103,-17.345409,-12.114822,1.396010
289,BFD-D65,24.908562,-15.217340,-11.933549,24.532022,-17.019703,-12.533622,1.467240
290,BFD-D65,24.908562,-15.217340,-11.933549,24.626812,-14.344616,-13.229379,1.552710
291,BFD-D65,24.908562,-15.217340,-11.933549,24.595266,-13.713845,-12.856529,1.424500
292,BFD-D65,24.908562,-15.217340,-11.933549,24.783821,-14.526625,-13.442500,1.652420
293,BFD-D65,24.908562,-15.217340,-11.933549,24.783821,-17.328281,-11.721259,1.652420
294,BFD-D65,24.908562,-15.217340,-11.933549,25.551306,-13.902603,-12.658736,1.082620
295,BFD-D65,24.908562,-15.217340,-11.933549,24.658312,-16.108980,-13.279370,1.467240
296,BFD-D65,24.908562,-15.217340,-11.933549,24.815077,-16.300819,-13.090519,1.367520
297,BFD-D65,23.724266,-2.364475,-7.066786,22.950962,-2.715879,-7.733388,1.288060
298,BFD-D65,23.724266,-2.364475,-7.066786,23.790100,-1.820439,-7.536076,0.913349
299,BFD-D65,23.724266,-2.364475,-7.066786,23.358215,-1.584646,-7.020829,0.971897
300,BFD-D65,23.724266,-2.364475,-7.066786,24.373045,-2.717046,-7.868778,0.995316
301,BFD-D65,23.724266,-2.364475,-7.066786,23.591940,-3.124209,-7.064123,0.936768
302,BFD-D65,23.724266,-2.364475,-7.066786,23.121681,-2.509909,-8.018114,1.170960
